STARFIRE_INCIDENT_ID,INCIDENT_DATETIME,ALARM_BOX_BOROUGH,ALARM_BOX_NUMBER,ALARM_BOX_LOCATION,INCIDENT_BOROUGH,ZIPCODE,POLICEPRECINCT,CITYCOUNCILDISTRICT,COMMUNITYDISTRICT,COMMUNITYSCHOOLDISTRICT,CONGRESSIONALDISTRICT,ALARM_SOURCE_DESCRIPTION_TX,ALARM_LEVEL_INDEX_DESCRIPTION,HIGHEST_ALARM_LEVEL,INCIDENT_CLASSIFICATION,INCIDENT_CLASSIFICATION_GROUP,DISPATCH_RESPONSE_SECONDS_QY,FIRST_ASSIGNMENT_DATETIME,FIRST_ACTIVATION_DATETIME,FIRST_ON_SCENE_DATETIME,INCIDENT_CLOSE_DATETIME,VALID_DISPATCH_RSPNS_TIME_INDC,VALID_INCIDENT_RSPNS_TIME_INDC,INCIDENT_RESPONSE_SECONDS_QY,INCIDENT_TRAVEL_TM_SECONDS_QY,ENGINES_ASSIGNED_QUANTITY,LADDERS_ASSIGNED_QUANTITY,OTHER_UNITS_ASSIGNED_QUANTITY
1610804870110821,04/17/2016 09:40:13 PM,MANHATTAN,487,PARK AVE S & E 18 ST,MANHATTAN,10003,13,2,105,2,12,UCT/911,Initial Alarm,First Alarm,Multiple Dwelling 'A' - Other fire,Structural Fires,12,04/17/2016 09:40:25 PM,04/17/2016 09:40:44 PM,04/17/2016 09:42:24 PM,04/17/2016 10:06:20 PM,N,Y,131,119,3,2,1
1610804880110868,04/17/2016 11:12:42 PM,MANHATTAN,488,IRVING PL & E 19 ST,MANHATTAN,10003,13,2,106,2,12,UCT/911,Initial Alarm,First Alarm,Carbon Monoxide - Code 1 - Investigation,NonMedical Emergencies,6,04/17/2016 11:12:48 PM,04/17/2016 11:13:05 PM,04/17/2016 11:16:48 PM,04/17/2016 11:23:36 PM,N,Y,246,240,1,1,0
1610904770110038,04/18/2016 01:51:09 AM,MANHATTAN,477,1 AVE & E 16 ST,MANHATTAN,10003,13,2,106,2,12,Private Fire Alarm,Initial Alarm,First Alarm,Sprinkler System - Malfunction,NonMedical Emergencies,64,04/18/2016 01:52:13 AM,04/18/2016 01:52:36 AM,04/18/2016 01:56:59 AM,04/18/2016 02:12:07 AM,N,Y,350,286,3,2,1
1610904730110039,04/18/2016 02:03:07 AM,MANHATTAN,473,2 AVE & E 15 ST,MANHATTAN,10003,13,2,106,2,12,PD Link/Medical,Initial Alarm,First Alarm,Medical - Assist Civilian,Medical Emergencies,1401,04/18/2016 02:26:28 AM,04/18/2016 02:27:04 AM,04/18/2016 02:31:21 AM,04/18/2016 03:11:01 AM,N,N,1694,293,1,0,0
1610903670110107,04/18/2016 04:13:09 AM,MANHATTAN,367,BOWERY & GREAT JONES ST,MANHATTAN,10003,9,2,103,1,12,EMS Link/Medical,Initial Alarm,First Alarm,Medical - Assist Civilian,Medical Emergencies,4,04/18/2016 04:13:13 AM,04/18/2016 04:13:39 AM,04/18/2016 04:19:22 AM,04/18/2016 04:41:54 AM,N,Y,373,369,1,0,0
1610904460110237,04/18/2016 07:28:15 AM,MANHATTAN,446,3 AVE & ST. MARKS PL,MANHATTAN,10003,9,2,103,1,12,UCT/911,Initial Alarm,First Alarm,Odor - Other Than Smoke,NonMedical Emergencies,9,04/18/2016 07:28:24 AM,04/18/2016 07:28:50 AM,04/18/2016 07:32:02 AM,04/18/2016 07:43:07 AM,N,Y,227,218,2,2,1
1610905240110367,04/18/2016 09:44:21 AM,MANHATTAN,524,UNIVERSITY PLACE & 11 ST,MANHATTAN,10003,6,2,102,2,12,UCT/911,Initial Alarm,First Alarm,Other Commercial Building Fire,Structural Fires,11,04/18/2016 09:44:32 AM,04/18/2016 09:44:46 AM,04/18/2016 09:47:17 AM,04/18/2016 10:14:46 AM,N,Y,176,165,3,2,2
1610903670210373,04/18/2016 09:58:56 AM,MANHATTAN,367,BOWERY & GREAT JONES ST,MANHATTAN,10003,9,2,103,1,12,PD Link/Medical,Initial Alarm,First Alarm,Medical - Assist Civilian,Medical Emergencies,5,04/18/2016 09:59:01 AM,04/18/2016 09:59:22 AM,04/18/2016 10:04:23 AM,04/18/2016 10:23:49 AM,N,Y,327,322,1,0,0
1610903960110530,04/18/2016 12:55:33 PM,MANHATTAN,396,BROADWAY & 8 ST,MANHATTAN,10003,9,2,102,2,12,PD Link/Medical,Initial Alarm,First Alarm,Medical - Assist Civilian,Medical Emergencies,10,04/18/2016 12:55:43 PM,04/18/2016 12:55:56 PM,04/18/2016 01:00:09 PM,04/18/2016 01:13:50 PM,N,Y,276,266,1,0,0
1610903940110828,04/18/2016 04:55:17 PM,MANHATTAN,394,MERCER ST & WAVERLY PL,MANHATTAN,10003,6,1,102,2,12,EMS Link/Medical,Initial Alarm,First Alarm,Medical - EMS Link 10-91,Medical Emergencies,8,04/18/2016 04:55:25 PM,04/18/2016 04:56:53 PM,04/18/2016 04:59:43 PM,04/18/2016 05:01:30 PM,N,Y,266,258,1,0,0
1610905660110879,04/18/2016 06:02:39 PM,MANHATTAN,566,UNION SQ WEST & E 15 ST,MANHATTAN,10003,13,2,105,2,12,PD Link/Medical,Initial Alarm,First Alarm,Medical - Assist Civilian,Medical Emergencies,10,04/18/2016 06:02:49 PM,04/18/2016 06:03:08 PM,04/18/2016 06:06:56 PM,04/18/2016 06:31:00 PM,N,Y,257,247,1,0,0
1610905780110889,04/18/2016 06:13:51 PM,MANHATTAN,578,5 AVE & 18 ST,MANHATTAN,10003,13,2,105,2,12,Private Fire Alarm,Initial Alarm,First Alarm,Alarm System - Defective,NonMedical Emergencies,95,04/18/2016 06:15:26 PM,04/18/2016 06:15:38 PM,04/18/2016 06:17:37 PM,04/18/2016 06:28:21 PM,N,Y,226,131,1,1,1
1610905660210936,04/18/2016 06:59:47 PM,MANHATTAN,566,UNION SQ WEST & E 15 ST,MANHATTAN,10003,13,2,105,2,12,PD Link/Medical,Initial Alarm,First Alarm,Medical - Assist Civilian,Medical Emergencies,20,04/18/2016 07:00:07 PM,04/18/2016 07:00:28 PM,04/18/2016 07:03:27 PM,04/18/2016 07:16:43 PM,N,Y,220,200,1,0,0
1610905880210950,04/18/2016 07:14:52 PM,MANHATTAN,588,5 AVE & 20 ST,MANHATTAN,10003,13,2,105,2,12,Private Fire Alarm,Initial Alarm,First Alarm,Alarm System - Defective,NonMedical Emergencies,63,04/18/2016 07:15:55 PM,04/18/2016 07:16:04 PM,04/18/2016 07:20:31 PM,04/18/2016 07:37:20 PM,N,Y,339,276,4,2,1
1610904220111020,04/18/2016 08:35:50 PM,MANHATTAN,422,2 AVE & 3 ST,MANHATTAN,10003,9,2,103,1,12,UCT/911,Initial Alarm,First Alarm,Odor - Other Than Smoke,NonMedical Emergencies,17,04/18/2016 08:36:07 PM,04/18/2016 08:36:22 PM,04/18/2016 08:41:03 PM,04/18/2016 08:51:00 PM,N,Y,313,296,2,1,1
1610903950111139,04/18/2016 10:33:43 PM,MANHATTAN,395,4 AVE & 8 ST,MANHATTAN,10003,9,2,102,2,12,PD Link/Medical,Initial Alarm,First Alarm,Medical - PD Link 10-91,Medical Emergencies,11,04/18/2016 10:33:54 PM,04/18/2016 10:34:15 PM,04/18/2016 10:37:27 PM,04/18/2016 10:38:16 PM,N,Y,224,213,1,0,0
1610905040111206,04/18/2016 11:54:39 PM,MANHATTAN,504,UNIVERSITY PL & 9 ST,MANHATTAN,10003,6,2,102,2,12,EMS Link/Medical,Initial Alarm,First Alarm,Medical - Assist Civilian,Medical Emergencies,9,04/18/2016 11:54:48 PM,04/18/2016 11:55:32 PM,04/18/2016 11:59:32 PM,04/19/2016 12:00:46 AM,N,Y,293,284,1,0,0
1611004870110187,04/19/2016 06:50:16 AM,MANHATTAN,487,PARK AVE S & E 18 ST,MANHATTAN,10003,13,2,105,2,12,Private Fire Alarm,Initial Alarm,First Alarm,Alarm System - Unnecessary,NonMedical Emergencies,38,04/19/2016 06:50:54 AM,04/19/2016 06:51:10 AM,04/19/2016 06:56:08 AM,04/19/2016 07:04:52 AM,N,Y,352,314,0,1,1
1611004710110205,04/19/2016 07:06:17 AM,MANHATTAN,471,3 AVE & E 14 ST,MANHATTAN,10003,13,2,106,2,12,Phone,Initial Alarm,First Alarm,Utility Emergency - Gas,NonMedical Emergencies,56,04/19/2016 07:07:13 AM,04/19/2016 07:07:30 AM,04/19/2016 07:08:48 AM,04/19/2016 07:38:09 AM,N,Y,151,95,2,2,1
1611004770110301,04/19/2016 08:11:01 AM,MANHATTAN,477,1 AVE & E 16 ST,MANHATTAN,10003,13,2,106,2,12,Private Fire Alarm,Initial Alarm,First Alarm,Alarm System - Testing,NonMedical Emergencies,62,04/19/2016 08:12:03 AM,04/19/2016 08:12:15 AM,04/19/2016 08:17:07 AM,04/19/2016 08:21:13 AM,N,Y,366,304,3,2,1
1611004180210527,04/19/2016 12:21:05 PM,MANHATTAN,418,2 AVE & 1 ST,MANHATTAN,10003,9,2,103,1,12,UCT/911,Initial Alarm,First Alarm,Vehicle Accident - Other,NonMedical Emergencies,7,04/19/2016 12:21:12 PM,04/19/2016 12:21:30 PM,04/19/2016 12:26:26 PM,04/19/2016 12:35:58 PM,N,Y,321,314,1,1,0
1611004860110777,04/19/2016 04:03:12 PM,MANHATTAN,486,3 AVE & E 18 ST,MANHATTAN,10003,13,2,106,2,12,EMS Link/Medical,Initial Alarm,First Alarm,Medical - Assist Civilian,Medical Emergencies,6,04/19/2016 04:03:18 PM,04/19/2016 04:03:47 PM,04/19/2016 04:07:10 PM,04/19/2016 04:14:22 PM,N,Y,238,232,1,0,0
1611003980210855,04/19/2016 05:21:29 PM,MANHATTAN,398,5 AVE & 8 ST,MANHATTAN,10003,6,2,102,2,12,EMS Link/Medical,Initial Alarm,First Alarm,Medical - Assist Civilian,Medical Emergencies,5,04/19/2016 05:21:34 PM,04/19/2016 05:21:59 PM,04/19/2016 05:24:55 PM,04/19/2016 05:31:34 PM,N,Y,206,201,1,0,0
1611004540110925,04/19/2016 05:45:19 PM,MANHATTAN,454,3 AVE & E 10 ST,MANHATTAN,10003,9,2,103,1,12,UCT/911,Initial Alarm,First Alarm,Demolition Debris or Rubbish Fire,NonStructural Fires,5,04/19/2016 05:45:24 PM,04/19/2016 05:45:46 PM,04/19/2016 05:51:16 PM,04/19/2016 05:55:02 PM,N,Y,357,352,1,0,0
1611004290111144,04/19/2016 08:49:07 PM,MANHATTAN,429,1 AVE & 4 ST,MANHATTAN,10003,9,2,103,1,12,UCT/911,Initial Alarm,First Alarm,Multiple Dwelling 'A' - Food on the stove fire,Structural Fires,25,04/19/2016 08:49:32 PM,04/19/2016 08:49:44 PM,04/19/2016 08:52:53 PM,04/19/2016 09:05:16 PM,N,Y,226,201,3,2,1
1611004790111160,04/19/2016 09:05:11 PM,MANHATTAN,479,PARK AVE S & E 16 ST,MANHATTAN,10003,13,2,105,2,12,PD Link/Medical,Initial Alarm,First Alarm,Medical - PD Link 10-91,Medical Emergencies,8,04/19/2016 09:05:19 PM,04/19/2016 09:05:35 PM,04/19/2016 09:09:18 PM,04/19/2016 09:11:50 PM,N,Y,247,239,1,0,0
1611004530111250,04/19/2016 11:19:16 PM,MANHATTAN,453,1 AVE & 10 ST,MANHATTAN,10003,9,2,103,1,12,EMS Link/Medical,Initial Alarm,First Alarm,Medical - Assist Civilian,Medical Emergencies,4,04/19/2016 11:19:20 PM,04/19/2016 11:20:53 PM,04/19/2016 11:25:48 PM,04/19/2016 11:27:06 PM,N,Y,392,388,1,0,0
1611104650110044,04/20/2016 01:27:48 AM,MANHATTAN,465,2 AVE & 13 ST,MANHATTAN,10003,9,2,103,1,12,UCT/911,Initial Alarm,First Alarm,Assist Civilian - Non-Medical,NonMedical Emergencies,12,04/20/2016 01:28:00 AM,04/20/2016 01:28:16 AM,04/20/2016 01:35:11 AM,04/20/2016 01:58:22 AM,N,Y,443,431,0,1,0
1611103850410451,04/20/2016 10:16:22 AM,MANHATTAN,385,LAFAYETTE ST & 4 ST,MANHATTAN,10003,9,2,102,2,12,Private Fire Alarm,Initial Alarm,First Alarm,Alarm System - Testing,NonMedical Emergencies,31,04/20/2016 10:16:53 AM,04/20/2016 10:17:10 AM,04/20/2016 10:20:18 AM,04/20/2016 10:28:56 AM,N,Y,236,205,0,1,1
1611104290110711,04/20/2016 02:06:31 PM,MANHATTAN,429,1 AVE & 4 ST,MANHATTAN,10003,9,2,103,1,12,EMS Link/Medical,Initial Alarm,First Alarm,Medical - Assist Civilian,Medical Emergencies,11,04/20/2016 02:06:42 PM,04/20/2016 02:07:11 PM,04/20/2016 02:14:40 PM,04/20/2016 02:27:01 PM,N,Y,489,478,1,0,1
1611104220110791,04/20/2016 03:18:05 PM,MANHATTAN,422,2 AVE & 3 ST,MANHATTAN,10003,9,2,103,1,12,UCT/911,Initial Alarm,First Alarm,Assist Civilian - Non-Medical,NonMedical Emergencies,17,04/20/2016 03:18:22 PM,04/20/2016 03:18:47 PM,04/20/2016 03:22:39 PM,04/20/2016 03:32:09 PM,N,Y,274,257,2,1,1
1611103980110816,04/20/2016 03:44:55 PM,MANHATTAN,398,5 AVE & 8 ST,MANHATTAN,10003,6,2,102,2,12,UCT/911,Initial Alarm,First Alarm,Utility Emergency - Gas,NonMedical Emergencies,14,04/20/2016 03:45:09 PM,04/20/2016 03:45:22 PM,04/20/2016 03:49:11 PM,04/20/2016 04:21:41 PM,N,Y,256,242,2,1,1
1611104370110913,04/20/2016 04:55:34 PM,MANHATTAN,437,2 AVE & E 7 ST,MANHATTAN,10003,9,2,103,1,12,Private Fire Alarm,Initial Alarm,First Alarm,Utility Emergency - Steam,NonMedical Emergencies,57,04/20/2016 04:56:31 PM,04/20/2016 04:56:51 PM,04/20/2016 05:01:13 PM,04/20/2016 05:12:20 PM,N,Y,339,282,3,2,1
1611103880110944,04/20/2016 05:12:31 PM,MANHATTAN,388,GREENE ST & WASHINGTON PL,MANHATTAN,10003,6,1,102,2,10,PD Link/Medical,Initial Alarm,First Alarm,Medical - Assist Civilian,Medical Emergencies,7,04/20/2016 05:12:38 PM,04/20/2016 05:12:55 PM,04/20/2016 05:15:37 PM,04/20/2016 05:26:06 PM,N,Y,186,179,1,0,0
1611104460111125,04/20/2016 08:39:43 PM,MANHATTAN,446,3 AVE & ST. MARKS PL,MANHATTAN,10003,9,2,103,1,12,EMS Link/Medical,Initial Alarm,First Alarm,Medical - Assist Civilian,Medical Emergencies,29,04/20/2016 08:40:12 PM,04/20/2016 08:40:38 PM,04/20/2016 08:43:55 PM,04/20/2016 08:48:03 PM,N,Y,252,223,1,0,0
1611104850411144,04/20/2016 09:01:20 PM,MANHATTAN,485,1 AVE & E 18 ST,MANHATTAN,10003,13,2,106,2,12,UCT/911,Initial Alarm,First Alarm,Utility Emergency - Gas,NonMedical Emergencies,13,04/20/2016 09:01:33 PM,04/20/2016 09:01:48 PM,04/20/2016 09:05:32 PM,04/20/2016 09:13:08 PM,N,Y,252,239,2,1,1
1611103960111147,04/20/2016 09:02:18 PM,MANHATTAN,396,BROADWAY & 8 ST,MANHATTAN,10003,6,1,102,2,12,EMS Link/Medical,Initial Alarm,First Alarm,Medical - Assist Civilian,Medical Emergencies,5,04/20/2016 09:02:23 PM,04/20/2016 09:02:47 PM,04/20/2016 09:07:32 PM,04/20/2016 09:09:45 PM,N,Y,314,309,1,0,0
1611203930110016,04/21/2016 12:12:16 AM,MANHATTAN,393,UNIVERSITY PL & WASHINGTON SQ NORTH,MANHATTAN,10003,6,1,102,2,10,EMS Link/Medical,Initial Alarm,First Alarm,Medical - Assist Civilian,Medical Emergencies,4,04/21/2016 12:12:20 AM,04/21/2016 12:12:45 AM,04/21/2016 12:16:34 AM,04/21/2016 12:20:25 AM,N,Y,258,254,1,0,0
1611204630110084,04/21/2016 03:26:05 AM,MANHATTAN,463,3 AVE & 12 ST,MANHATTAN,10003,9,2,103,1,12,UCT/911,Initial Alarm,First Alarm,Multiple Dwelling 'A' - Other fire,Structural Fires,16,04/21/2016 03:26:21 AM,04/21/2016 03:26:49 AM,04/21/2016 03:30:14 AM,04/21/2016 03:53:29 AM,N,Y,249,233,1,1,1
1611204630410104,04/21/2016 04:50:55 AM,MANHATTAN,463,3 AVE & 12 ST,MANHATTAN,10003,9,2,103,1,12,UCT/911,Initial Alarm,First Alarm,Utility Emergency - Water,NonMedical Emergencies,29,04/21/2016 04:51:24 AM,04/21/2016 04:51:44 AM,04/21/2016 04:57:48 AM,04/21/2016 05:05:35 AM,N,Y,413,384,0,1,0
1611204940110176,04/21/2016 06:30:46 AM,MANHATTAN,494,3 AVE & E 20 ST,MANHATTAN,10003,13,2,106,2,12,UCT/911,Initial Alarm,First Alarm,Utility Emergency - Gas,NonMedical Emergencies,10,04/21/2016 06:30:56 AM,04/21/2016 06:31:20 AM,04/21/2016 06:35:19 AM,04/21/2016 06:48:52 AM,N,Y,273,263,2,2,1
1611204770110262,04/21/2016 07:27:26 AM,MANHATTAN,477,1 AVE & E 16 ST,MANHATTAN,10003,13,2,106,2,12,Private Fire Alarm,DEFAULT RECORD,First Alarm,Non-Medical MFA - Private Fire Alarm,NonMedical MFAs,80,04/21/2016 07:28:46 AM,04/21/2016 07:29:11 AM,04/21/2016 07:33:21 AM,04/21/2016 07:38:42 AM,N,Y,355,275,3,2,1
1611204540110452,04/21/2016 10:20:06 AM,MANHATTAN,454,3 AVE & E 10 ST,MANHATTAN,10003,9,2,103,1,12,PD Link/Medical,Initial Alarm,First Alarm,Medical - Assist Civilian,Medical Emergencies,14,04/21/2016 10:20:20 AM,04/21/2016 10:21:13 AM,04/21/2016 10:25:31 AM,04/21/2016 11:03:58 AM,N,Y,325,311,1,0,0
1611204710110477,04/21/2016 10:50:38 AM,MANHATTAN,471,3 AVE & E 14 ST,MANHATTAN,10003,9,2,103,1,12,UCT/911,Initial Alarm,First Alarm,Alarm System - Defective,NonMedical Emergencies,33,04/21/2016 10:51:11 AM,04/21/2016 10:51:21 AM,04/21/2016 10:55:29 AM,04/21/2016 11:08:25 AM,N,Y,291,258,3,2,1
1611203870110593,04/21/2016 01:11:52 PM,MANHATTAN,387,BROADWAY & WASHINGTON PL,MANHATTAN,10003,6,1,102,2,12,EMS Link/Medical,Initial Alarm,First Alarm,Medical - EMS Link 10-91,Medical Emergencies,21,04/21/2016 01:12:13 PM,04/21/2016 01:13:22 PM,04/21/2016 01:16:52 PM,04/21/2016 01:23:58 PM,N,Y,300,279,1,0,0
1611203670110620,04/21/2016 01:35:17 PM,MANHATTAN,367,BOWERY & GREAT JONES ST,MANHATTAN,10003,9,2,103,1,12,EMS Link/Medical,Initial Alarm,First Alarm,Medical - EMS Link 10-91,Medical Emergencies,91,04/21/2016 01:36:48 PM,04/21/2016 01:37:19 PM,04/21/2016 01:39:47 PM,04/21/2016 01:42:06 PM,N,N,270,179,1,0,0
1611204360110693,04/21/2016 02:54:02 PM,MANHATTAN,436,1 AVE & 6 ST,MANHATTAN,10003,9,2,103,1,12,Phone,Initial Alarm,First Alarm,Odor - Other Than Smoke,NonMedical Emergencies,53,04/21/2016 02:54:55 PM,04/21/2016 02:55:14 PM,04/21/2016 03:00:44 PM,04/21/2016 03:07:04 PM,N,Y,402,349,2,2,1
1611205780110804,04/21/2016 04:23:21 PM,MANHATTAN,578,5 AVE & 18 ST,MANHATTAN,10003,13,2,105,2,12,Verbal,Initial Alarm,First Alarm,Medical - Assist Civilian,Medical Emergencies,39,04/21/2016 04:24:00 PM,04/21/2016 04:24:00 PM,04/21/2016 04:24:06 PM,04/21/2016 04:45:49 PM,N,Y,45,6,1,0,0
1611203960110838,04/21/2016 04:52:51 PM,MANHATTAN,396,BROADWAY & 8 ST,MANHATTAN,10003,9,2,102,2,12,Private Fire Alarm,Initial Alarm,First Alarm,Alarm System - Unnecessary,NonMedical Emergencies,43,04/21/2016 04:53:34 PM,04/21/2016 04:53:42 PM,04/21/2016 04:56:17 PM,04/21/2016 05:12:06 PM,N,Y,206,163,3,2,1
1611204850110960,04/21/2016 06:19:43 PM,MANHATTAN,485,1 AVE & E 18 ST,MANHATTAN,10003,13,2,106,2,12,UCT/911,Initial Alarm,First Alarm,Utility Emergency - Gas,NonMedical Emergencies,9,04/21/2016 06:19:52 PM,04/21/2016 06:20:13 PM,04/21/2016 06:24:50 PM,04/21/2016 06:45:46 PM,N,Y,307,298,2,2,1
1611204860311082,04/21/2016 08:15:43 PM,MANHATTAN,486,3 AVE & E 18 ST,MANHATTAN,10003,13,2,106,2,12,UCT/911,Initial Alarm,First Alarm,Assist Civilian - Non-Medical,NonMedical Emergencies,16,04/21/2016 08:15:59 PM,04/21/2016 08:16:19 PM,04/21/2016 08:20:30 PM,04/21/2016 08:32:07 PM,N,Y,287,271,0,1,0
1611204530111100,04/21/2016 08:27:42 PM,MANHATTAN,453,1 AVE & 10 ST,MANHATTAN,10003,9,2,103,1,12,Phone,Initial Alarm,First Alarm,Utility Emergency - Gas,NonMedical Emergencies,40,04/21/2016 08:28:22 PM,04/21/2016 08:28:40 PM,04/21/2016 08:33:13 PM,04/21/2016 08:46:17 PM,N,Y,331,291,2,1,1
1611204620211290,04/21/2016 11:01:13 PM,MANHATTAN,462,1 AVE & E 12 ST,MANHATTAN,10003,9,2,103,1,12,UCT/911,Initial Alarm,First Alarm,Odor - Other Than Smoke,NonMedical Emergencies,15,04/21/2016 11:01:28 PM,04/21/2016 11:01:41 PM,04/21/2016 11:05:40 PM,04/21/2016 11:13:22 PM,N,Y,267,252,2,1,1
1611304790110039,04/22/2016 01:33:58 AM,MANHATTAN,479,PARK AVE S & E 16 ST,MANHATTAN,10003,13,2,105,2,12,Private Fire Alarm,Initial Alarm,First Alarm,Alarm System - Unnecessary,NonMedical Emergencies,38,04/22/2016 01:34:36 AM,04/22/2016 01:34:53 AM,04/22/2016 01:37:53 AM,04/22/2016 01:43:04 AM,N,Y,235,197,3,2,1
1611304540110043,04/22/2016 01:41:01 AM,MANHATTAN,454,3 AVE & E 10 ST,MANHATTAN,10003,9,2,103,1,12,EMS Link/Medical,Initial Alarm,First Alarm,Medical - Assist Civilian,Medical Emergencies,10,04/22/2016 01:41:11 AM,04/22/2016 01:41:27 AM,04/22/2016 01:42:37 AM,04/22/2016 01:45:21 AM,N,Y,96,86,1,0,0
1611303670110116,04/22/2016 05:52:16 AM,MANHATTAN,367,BOWERY & GREAT JONES ST,MANHATTAN,10003,9,2,103,1,12,EMS Link/Medical,Initial Alarm,First Alarm,Medical - Assist Civilian,Medical Emergencies,51,04/22/2016 05:53:07 AM,04/22/2016 05:53:24 AM,04/22/2016 05:55:24 AM,04/22/2016 06:03:50 AM,N,N,188,137,1,0,0
1611305870110142,04/22/2016 06:26:41 AM,MANHATTAN,587,BROADWAY & W 19 ST,MANHATTAN,10003,13,2,105,2,12,Phone,Initial Alarm,First Alarm,Assist Civilian - Non-Medical,NonMedical Emergencies,31,04/22/2016 06:27:12 AM,04/22/2016 06:27:29 AM,04/22/2016 06:32:48 AM,04/22/2016 06:41:00 AM,N,Y,367,336,0,1,0
1611305540110335,04/22/2016 09:22:37 AM,MANHATTAN,554,UNIVERSITY PL & 13 ST,MANHATTAN,10003,6,2,102,2,12,PD Link/Medical,DEFAULT RECORD,First Alarm,Medical MFA - PD Link,Medical MFAs,211,04/22/2016 09:26:08 AM,04/22/2016 09:26:17 AM,04/22/2016 09:29:29 AM,04/22/2016 09:30:50 AM,N,N,412,201,1,0,0
1611304620110356,04/22/2016 09:49:04 AM,MANHATTAN,462,1 AVE & E 12 ST,MANHATTAN,10003,9,2,103,1,12,PD Link/Medical,Initial Alarm,First Alarm,Medical - Assist Civilian,Medical Emergencies,8,04/22/2016 09:49:12 AM,04/22/2016 09:49:36 AM,04/22/2016 09:54:40 AM,04/22/2016 10:05:01 AM,N,Y,336,328,1,0,0
1611304730110437,04/22/2016 11:00:08 AM,MANHATTAN,473,2 AVE & E 15 ST,MANHATTAN,10003,13,2,106,2,12,PD Link/Medical,Initial Alarm,First Alarm,Medical - Assist Civilian,Medical Emergencies,7,04/22/2016 11:00:15 AM,04/22/2016 11:00:32 AM,04/22/2016 11:05:00 AM,04/22/2016 12:44:52 PM,N,Y,292,285,1,0,0
1611304890110601,04/22/2016 01:49:26 PM,MANHATTAN,489,2 AVE & E 19 ST,MANHATTAN,10003,13,2,106,2,12,UCT/911,Initial Alarm,First Alarm,Utility Emergency - Gas,NonMedical Emergencies,23,04/22/2016 01:49:49 PM,04/22/2016 01:50:04 PM,04/22/2016 01:55:08 PM,04/22/2016 02:30:28 PM,N,Y,342,319,2,2,1
1611304790210822,04/22/2016 04:55:02 PM,MANHATTAN,479,PARK AVE S & E 16 ST,MANHATTAN,10003,13,2,105,2,12,EMS Link/Medical,Initial Alarm,First Alarm,Medical - EMS Link 10-91,Medical Emergencies,18,04/22/2016 04:55:20 PM,04/22/2016 04:55:41 PM,04/22/2016 04:59:14 PM,04/22/2016 05:04:25 PM,N,Y,252,234,1,0,0
1611303940110948,04/22/2016 06:20:30 PM,MANHATTAN,394,MERCER ST & WAVERLY PL,MANHATTAN,10003,6,1,102,2,12,Private Fire Alarm,Initial Alarm,First Alarm,Multiple Dwelling 'A' - Food on the stove fire,Structural Fires,63,04/22/2016 06:21:33 PM,04/22/2016 06:21:56 PM,04/22/2016 06:25:54 PM,04/22/2016 06:41:25 PM,N,Y,324,261,1,1,0
1611304780110982,04/22/2016 06:55:47 PM,MANHATTAN,478,3 AVE & E 16 ST,MANHATTAN,10003,13,2,106,2,12,EMS Link/Medical,Initial Alarm,First Alarm,Medical - Assist Civilian,Medical Emergencies,8,04/22/2016 06:55:55 PM,04/22/2016 06:56:13 PM,04/22/2016 06:59:57 PM,04/22/2016 07:10:25 PM,N,Y,250,242,1,0,0
1611305240111008,04/22/2016 07:08:25 PM,MANHATTAN,524,UNIVERSITY PLACE & 11 ST,MANHATTAN,10003,6,2,102,2,12,UCT/911,Initial Alarm,First Alarm,Multiple Dwelling 'A' - Other fire,Structural Fires,10,04/22/2016 07:08:35 PM,04/22/2016 07:08:56 PM,04/22/2016 07:11:21 PM,04/22/2016 07:29:17 PM,N,Y,176,166,5,2,1
1611304530111060,04/22/2016 08:02:57 PM,MANHATTAN,453,1 AVE & 10 ST,MANHATTAN,10003,9,2,103,1,12,PD Link/Medical,Initial Alarm,First Alarm,Medical - PD Link 10-91,Medical Emergencies,10,04/22/2016 08:03:07 PM,04/22/2016 08:03:14 PM,04/22/2016 08:05:32 PM,04/22/2016 09:04:28 PM,N,Y,155,145,1,0,0
1611305870311073,04/22/2016 08:15:05 PM,MANHATTAN,587,BROADWAY & W 19 ST,MANHATTAN,10003,13,2,105,2,12,EMS Link/Medical,Initial Alarm,First Alarm,Medical - Assist Civilian,Medical Emergencies,7,04/22/2016 08:15:12 PM,04/22/2016 08:15:50 PM,04/22/2016 08:17:39 PM,04/22/2016 09:04:25 PM,N,Y,154,147,1,0,0
1611303950111084,04/22/2016 08:31:35 PM,MANHATTAN,395,4 AVE & 8 ST,MANHATTAN,10003,9,2,103,1,12,Private Fire Alarm,Initial Alarm,First Alarm,School Fire,Structural Fires,63,04/22/2016 08:32:38 PM,04/22/2016 08:32:58 PM,04/22/2016 08:36:01 PM,04/22/2016 09:05:52 PM,N,Y,266,203,3,2,1
1611305570211183,04/22/2016 09:53:57 PM,MANHATTAN,557,5 AVE & 14 ST,MANHATTAN,10003,6,2,102,2,12,UCT/911,Initial Alarm,First Alarm,Assist Civilian - Non-Medical,NonMedical Emergencies,6,04/22/2016 09:54:03 PM,04/22/2016 09:54:21 PM,04/22/2016 09:58:48 PM,04/22/2016 10:46:23 PM,N,Y,291,285,0,1,0
