,STARFIRE_INCIDENT_ID,INCIDENT_DATETIME,ALARM_BOX_BOROUGH,ALARM_BOX_NUMBER,ALARM_BOX_LOCATION,INCIDENT_BOROUGH,ZIPCODE,POLICEPRECINCT,CITYCOUNCILDISTRICT,COMMUNITYDISTRICT,COMMUNITYSCHOOLDISTRICT,CONGRESSIONALDISTRICT,ALARM_SOURCE_DESCRIPTION_TX,ALARM_LEVEL_INDEX_DESCRIPTION,HIGHEST_ALARM_LEVEL,INCIDENT_CLASSIFICATION,INCIDENT_CLASSIFICATION_GROUP,DISPATCH_RESPONSE_SECONDS_QY,FIRST_ASSIGNMENT_DATETIME,FIRST_ACTIVATION_DATETIME,FIRST_ON_SCENE_DATETIME,INCIDENT_CLOSE_DATETIME,VALID_DISPATCH_RSPNS_TIME_INDC,VALID_INCIDENT_RSPNS_TIME_INDC,INCIDENT_RESPONSE_SECONDS_QY,INCIDENT_TRAVEL_TM_SECONDS_QY,ENGINES_ASSIGNED_QUANTITY,LADDERS_ASSIGNED_QUANTITY,OTHER_UNITS_ASSIGNED_QUANTITY,LATITUDE,LONGITUDE
522,1.6093E+15,4/2/16 12:03,MANHATTAN,454,3 AVE & E 10 ST,MANHATTAN,10003,9,2,103,1,12,Verbal,Initial Alarm,First Alarm,Assist Civilian - Non-Medical,NonMedical Emergencies,34,4/2/16 12:04,4/2/16 12:04,4/2/16 12:14,4/2/16 12:22,N,Y,635,601,0,1,0,40.7307173,-73.989061
523,1.6093E+15,4/2/16 16:40,MANHATTAN,489,2 AVE & E 19 ST,MANHATTAN,10003,13,2,106,2,12,UCT/911,Initial Alarm,First Alarm,Defective Oil Burner,NonMedical Emergencies,4,4/2/16 16:40,4/2/16 16:40,4/2/16 16:44,4/2/16 17:00,N,Y,243,239,3,2,1,40.7354347,-73.9826915
524,1.6093E+15,4/2/16 20:42,MANHATTAN,437,2 AVE & E 7 ST,MANHATTAN,10003,9,2,103,1,12,Private Fire Alarm,Initial Alarm,First Alarm,Alarm System - Testing,NonMedical Emergencies,45,4/2/16 20:42,4/2/16 20:43,4/2/16 20:47,4/2/16 21:09,N,Y,345,300,4,2,1,40.7279634,-73.9881305
525,1.6093E+15,4/2/16 23:41,MANHATTAN,454,3 AVE & E 10 ST,MANHATTAN,10003,9,2,103,1,12,PD Link/Medical,Initial Alarm,First Alarm,Medical - Assist Civilian,Medical Emergencies,6,4/2/16 23:41,4/2/16 23:42,4/2/16 23:46,4/3/16 0:01,N,Y,279,273,1,0,0,40.7307173,-73.989061
526,1.6094E+15,4/3/16 10:30,MANHATTAN,489,2 AVE & E 19 ST,MANHATTAN,10003,13,2,106,2,12,Private Fire Alarm,Initial Alarm,First Alarm,Multiple Dwelling 'B' Fire,Structural Fires,76,4/3/16 10:31,4/3/16 10:32,4/3/16 10:35,4/3/16 10:44,N,Y,316,240,3,2,1,40.7354347,-73.9826915
527,1.6094E+15,4/3/16 11:23,MANHATTAN,396,BROADWAY & 8 ST,MANHATTAN,10003,9,2,102,2,12,UCT/911,Initial Alarm,First Alarm,Assist Civilian - Non-Medical,NonMedical Emergencies,33,4/3/16 11:24,4/3/16 11:24,4/3/16 11:27,4/3/16 11:56,N,Y,227,194,3,3,3,40.7305773,-73.9924238
528,1.6094E+15,4/3/16 16:01,MANHATTAN,394,MERCER ST & WAVERLY PL,MANHATTAN,10003,6,1,102,2,12,EMS Link/Medical,Initial Alarm,First Alarm,Medical - Assist Civilian,Medical Emergencies,6,4/3/16 16:01,4/3/16 16:01,4/3/16 16:07,4/3/16 16:23,N,Y,396,390,1,0,0,40.7299926,-73.99408
529,1.60941E+15,4/3/16 16:18,MANHATTAN,504,UNIVERSITY PL & 9 ST,MANHATTAN,10003,6,2,102,2,12,EMS Link/Medical,Initial Alarm,First Alarm,Medical - Assist Civilian,Medical Emergencies,16,4/3/16 16:18,4/3/16 16:19,4/3/16 16:23,4/3/16 16:29,N,Y,273,257,1,0,0,40.7321706,-73.9943213
530,1.6095E+15,4/4/16 15:16,MANHATTAN,446,3 AVE & ST. MARKS PL,MANHATTAN,10003,9,2,103,1,12,EMS Link/Medical,Initial Alarm,First Alarm,Medical - Assist Civilian,Medical Emergencies,48,4/4/16 15:17,4/4/16 15:17,4/4/16 15:20,4/4/16 15:26,N,N,195,147,1,0,0,40.7295535,-73.9899172
531,1.6095E+15,4/4/16 15:22,MANHATTAN,397,GREENE & 8 ST,MANHATTAN,10003,6,2,102,2,12,EMS Link/Medical,DEFAULT RECORD,First Alarm,Medical MFA - EMS Link,Medical MFAs,12,4/4/16 15:22,4/4/16 15:22,4/4/16 15:27,4/4/16 15:31,N,Y,307,295,1,0,0,40.731264,-73.9940545
532,1.6095E+15,4/4/16 20:44,MANHATTAN,396,BROADWAY & 8 ST,MANHATTAN,10003,9,2,102,2,12,Private Fire Alarm,Initial Alarm,First Alarm,Utility Emergency - Electric,NonMedical Emergencies,61,4/4/16 20:45,4/4/16 20:46,4/4/16 20:50,4/4/16 21:15,N,Y,318,257,0,1,1,40.7305773,-73.9924238
533,1.60961E+15,4/5/16 0:23,MANHATTAN,566,UNION SQ WEST & E 15 ST,MANHATTAN,10003,13,2,105,2,12,PD Link/Medical,Initial Alarm,First Alarm,Medical - Assist Civilian,Medical Emergencies,6,4/5/16 0:23,4/5/16 0:23,4/5/16 0:31,4/5/16 0:41,N,Y,517,511,1,0,0,40.7358984,-73.9912281
534,1.6096E+15,4/5/16 11:03,MANHATTAN,387,BROADWAY & WASHINGTON PL,MANHATTAN,10003,9,2,102,2,12,Private Fire Alarm,Initial Alarm,First Alarm,Sprinkler System - Working on System,NonMedical Emergencies,41,4/5/16 11:04,4/5/16 11:05,4/5/16 11:08,4/5/16 11:18,N,Y,298,257,1,1,1,40.7290028,-73.9937742
535,1.6096E+15,4/5/16 11:13,MANHATTAN,456,2 AVE & E 11 ST,MANHATTAN,10003,9,2,103,1,12,Private Fire Alarm,Initial Alarm,First Alarm,Utility Emergency - Electric,NonMedical Emergencies,77,4/5/16 11:14,4/5/16 11:14,4/5/16 11:21,4/5/16 11:34,N,Y,468,391,1,1,0,40.730379,-73.9863665
536,1.6096E+15,4/5/16 13:02,MANHATTAN,388,GREENE ST & WASHINGTON PL,MANHATTAN,10003,6,1,102,2,10,Private Fire Alarm,Initial Alarm,First Alarm,Alarm System - Defective,NonMedical Emergencies,42,4/5/16 13:03,4/5/16 13:03,4/5/16 13:08,4/5/16 13:18,N,Y,341,299,3,3,1,40.7297863,-73.9953192
537,1.6096E+15,4/5/16 14:10,MANHATTAN,446,3 AVE & ST. MARKS PL,MANHATTAN,10003,9,2,103,1,12,EMS Link/Medical,Initial Alarm,First Alarm,Medical - EMS Link 10-91,Medical Emergencies,7,4/5/16 14:10,4/5/16 14:11,4/5/16 14:15,4/5/16 14:17,N,Y,260,253,1,0,0,40.7295535,-73.9899172
538,1.6096E+15,4/5/16 14:57,MANHATTAN,437,2 AVE & E 7 ST,MANHATTAN,10003,9,2,103,1,12,PD Link/Medical,Initial Alarm,First Alarm,Medical - Assist Civilian,Medical Emergencies,35,4/5/16 14:58,4/5/16 14:58,4/5/16 15:02,4/5/16 15:42,N,Y,323,288,1,0,0,40.7279634,-73.9881305
539,1.6096E+15,4/5/16 18:22,MANHATTAN,478,3 AVE & E 16 ST,MANHATTAN,10003,13,2,106,2,12,UCT/911,Initial Alarm,First Alarm,Demolition Debris or Rubbish Fire,NonStructural Fires,29,4/5/16 18:22,4/5/16 18:23,4/5/16 18:23,4/5/16 18:28,N,Y,91,62,1,0,0,40.7346182,-73.986211
540,1.6096E+15,4/5/16 20:41,MANHATTAN,387,BROADWAY & WASHINGTON PL,MANHATTAN,10003,9,2,102,2,12,PD Link/Medical,Initial Alarm,First Alarm,Medical - Assist Civilian,Medical Emergencies,6,4/5/16 20:41,4/5/16 20:43,4/5/16 20:45,4/5/16 20:50,N,Y,223,217,1,0,0,40.7290028,-73.9937742
541,1.6097E+15,4/6/16 6:39,MANHATTAN,478,3 AVE & E 16 ST,MANHATTAN,10003,13,2,106,2,12,UCT/911,Initial Alarm,First Alarm,Defective Oil Burner,NonMedical Emergencies,195,4/6/16 6:42,4/6/16 6:43,4/6/16 6:43,4/6/16 7:08,N,Y,262,67,3,3,2,40.7346182,-73.986211
542,1.6097E+15,4/6/16 13:22,MANHATTAN,463,3 AVE & 12 ST,MANHATTAN,10003,9,2,103,1,12,PD Link/Medical,Initial Alarm,First Alarm,Medical - Assist Civilian,Medical Emergencies,9,4/6/16 13:22,4/6/16 13:23,4/6/16 13:47,4/6/16 13:47,N,Y,1472,1463,1,0,0,40.7319753,-73.9881577
543,1.6097E+15,4/6/16 13:36,MANHATTAN,465,2 AVE & 13 ST,MANHATTAN,10003,9,2,103,1,12,UCT/911,Initial Alarm,First Alarm,Odor - Other Than Smoke,NonMedical Emergencies,32,4/6/16 13:37,4/6/16 13:37,4/6/16 13:41,4/6/16 13:59,N,Y,308,276,2,2,1,40.7316589,-73.9854323
544,1.6097E+15,4/6/16 20:58,MANHATTAN,463,3 AVE & 12 ST,MANHATTAN,10003,9,2,103,1,12,Private Fire Alarm,Initial Alarm,First Alarm,Sprinkler System - Malfunction,NonMedical Emergencies,77,4/6/16 20:59,4/6/16 21:00,4/6/16 21:02,4/6/16 21:31,N,Y,244,167,3,2,1,40.7319753,-73.9881577
545,1.6098E+15,4/7/16 2:12,MANHATTAN,463,3 AVE & 12 ST,MANHATTAN,10003,9,2,103,1,12,UCT/911,Initial Alarm,First Alarm,Automobile Fire,NonStructural Fires,7,4/7/16 2:12,4/7/16 2:12,4/7/16 2:17,4/7/16 2:50,N,Y,301,294,1,1,0,40.7319753,-73.9881577
546,1.6098E+15,4/7/16 12:18,MANHATTAN,397,GREENE & 8 ST,MANHATTAN,10003,6,1,102,2,12,UCT/911,Initial Alarm,First Alarm,Assist Civilian - Non-Medical,NonMedical Emergencies,173,4/7/16 12:21,4/7/16 12:22,4/7/16 12:26,4/7/16 12:31,N,Y,452,279,1,1,0,40.731264,-73.9940545
547,1.6098E+15,4/7/16 13:31,MANHATTAN,397,GREENE & 8 ST,MANHATTAN,10003,6,1,102,2,12,EMS Link/Medical,Initial Alarm,First Alarm,Medical - EMS Link 10-91,Medical Emergencies,15,4/7/16 13:32,4/7/16 13:35,4/7/16 13:37,4/7/16 13:37,N,Y,325,310,1,0,0,40.731264,-73.9940545
548,1.6098E+15,4/7/16 13:33,MANHATTAN,397,GREENE & 8 ST,MANHATTAN,10003,6,1,102,2,12,EMS Link/Medical,Initial Alarm,First Alarm,Medical - EMS Link 10-91,Medical Emergencies,321,4/7/16 13:38,4/7/16 13:39,4/7/16 13:42,4/7/16 13:43,N,N,519,198,1,1,2,40.731264,-73.9940545
549,1.6098E+15,4/7/16 15:51,MANHATTAN,446,3 AVE & ST. MARKS PL,MANHATTAN,10003,9,2,103,1,12,EMS Link/Medical,Initial Alarm,First Alarm,Medical - Assist Civilian,Medical Emergencies,20,4/7/16 15:51,4/7/16 15:51,4/7/16 15:55,4/7/16 16:14,N,Y,265,245,1,0,0,40.7295535,-73.9899172
550,1.6098E+15,4/7/16 17:07,MANHATTAN,397,GREENE & 8 ST,MANHATTAN,10003,6,1,102,2,12,UCT/911,Initial Alarm,First Alarm,Vehicle Accident - Other,NonMedical Emergencies,64,4/7/16 17:09,4/7/16 17:09,4/7/16 17:12,4/7/16 17:20,N,Y,267,203,1,1,2,40.731264,-73.9940545
551,1.6098E+15,4/7/16 18:20,MANHATTAN,396,BROADWAY & 8 ST,MANHATTAN,10003,6,1,102,2,12,PD Link/Medical,Initial Alarm,First Alarm,Medical - Assist Civilian,Medical Emergencies,11,4/7/16 18:20,4/7/16 18:20,4/7/16 18:25,4/7/16 18:33,N,Y,312,301,1,0,0,40.7305773,-73.9924238
552,1.6098E+15,4/7/16 18:34,MANHATTAN,456,2 AVE & E 11 ST,MANHATTAN,10003,9,2,103,1,12,UCT/911,Initial Alarm,First Alarm,Carbon Monoxide - Code 1 - Investigation,NonMedical Emergencies,13,4/7/16 18:34,4/7/16 18:35,4/7/16 18:40,4/7/16 18:58,N,Y,347,334,1,1,0,40.730379,-73.9863665
553,1.60981E+15,4/7/16 21:37,MANHATTAN,554,UNIVERSITY PL & 13 ST,MANHATTAN,10003,6,2,102,2,12,PD Link/Medical,Initial Alarm,First Alarm,Medical - Assist Civilian,Medical Emergencies,6,4/7/16 21:37,4/7/16 21:37,4/7/16 21:41,4/7/16 21:43,N,Y,268,262,1,0,0,40.7345463,-73.9922668
554,1.6099E+15,4/8/16 11:42,MANHATTAN,480,IRVING PL & E 17 ST,MANHATTAN,10003,13,2,106,2,12,EMS Link/Medical,Initial Alarm,First Alarm,Medical - Assist Civilian,Medical Emergencies,6,4/8/16 11:42,4/8/16 11:42,4/8/16 11:55,4/8/16 12:03,N,Y,799,793,1,0,0,40.7358757,-73.9874033
555,1.6099E+15,4/8/16 13:48,MANHATTAN,454,3 AVE & E 10 ST,MANHATTAN,10003,9,2,103,1,12,PD Link/Medical,Initial Alarm,First Alarm,Medical - Assist Civilian,Medical Emergencies,7,4/8/16 13:48,4/8/16 13:48,4/8/16 13:52,4/8/16 14:05,N,Y,262,255,1,0,0,40.7307173,-73.989061
556,1.6099E+15,4/8/16 16:09,MANHATTAN,396,BROADWAY & 8 ST,MANHATTAN,10003,6,1,102,2,12,EMS Link/Medical,Initial Alarm,First Alarm,Medical - EMS Link 10-91,Medical Emergencies,4,4/8/16 16:09,4/8/16 16:09,4/8/16 16:13,4/8/16 16:15,N,Y,221,217,1,0,0,40.7305773,-73.9924238
557,1.6099E+15,4/8/16 17:02,MANHATTAN,448,2 AVE & 9 ST,MANHATTAN,10003,9,2,103,1,12,Private Fire Alarm,Initial Alarm,First Alarm,Multiple Dwelling 'A' - Food on the stove fire,Structural Fires,38,4/8/16 17:03,4/8/16 17:03,4/8/16 17:08,4/8/16 17:20,N,Y,343,305,1,1,1,40.7291746,-73.9872494
558,1.6099E+15,4/8/16 19:08,MANHATTAN,396,BROADWAY & 8 ST,MANHATTAN,10003,9,2,102,2,12,Phone,Initial Alarm,First Alarm,Assist Civilian - Non-Medical,NonMedical Emergencies,56,4/8/16 19:09,4/8/16 19:09,4/8/16 19:13,4/8/16 20:15,N,Y,298,242,5,4,13,40.7305773,-73.9924238
559,1.6099E+15,4/8/16 22:11,MANHATTAN,463,3 AVE & 12 ST,MANHATTAN,10003,9,2,103,1,12,Verbal,Initial Alarm,First Alarm,Medical - Assist Civilian,Medical Emergencies,23,4/8/16 22:11,4/8/16 22:11,4/8/16 22:11,4/8/16 22:15,N,Y,35,12,1,0,1,40.7319753,-73.9881577
560,1.60991E+15,4/8/16 22:37,MANHATTAN,554,UNIVERSITY PL & 13 ST,MANHATTAN,10003,6,2,102,2,12,UCT/911,Initial Alarm,First Alarm,Demolition Debris or Rubbish Fire,NonStructural Fires,11,4/8/16 22:37,4/8/16 22:38,4/8/16 22:49,4/8/16 22:50,N,N,736,725,1,0,0,40.7345463,-73.9922668
561,1.61E+15,4/9/16 0:13,MANHATTAN,478,3 AVE & E 16 ST,MANHATTAN,10003,13,2,106,2,12,UCT/911,Initial Alarm,First Alarm,Utility Emergency - Gas,NonMedical Emergencies,17,4/9/16 0:13,4/9/16 0:14,4/9/16 0:16,4/9/16 0:56,N,Y,152,135,2,2,1,40.7346182,-73.986211
562,1.61E+15,4/9/16 3:53,MANHATTAN,478,3 AVE & E 16 ST,MANHATTAN,10003,13,2,106,2,12,Private Fire Alarm,Initial Alarm,First Alarm,Alarm System - Testing,NonMedical Emergencies,35,4/9/16 3:54,4/9/16 3:54,4/9/16 3:58,4/9/16 4:04,N,Y,305,270,3,2,1,40.7346182,-73.986211
563,1.61E+15,4/9/16 4:29,MANHATTAN,478,3 AVE & E 16 ST,MANHATTAN,10003,13,2,106,2,12,UCT/911,Initial Alarm,First Alarm,Automobile Fire,NonStructural Fires,10,4/9/16 4:29,4/9/16 4:29,4/9/16 4:33,4/9/16 4:48,N,Y,245,235,1,1,0,40.7346182,-73.986211
564,1.61E+15,4/9/16 6:59,MANHATTAN,396,BROADWAY & 8 ST,MANHATTAN,10003,6,1,102,2,12,PD Link/Medical,Initial Alarm,First Alarm,Medical - Assist Civilian,Medical Emergencies,4,4/9/16 6:59,4/9/16 6:59,4/9/16 7:03,4/9/16 7:16,N,Y,285,281,1,0,0,40.7305773,-73.9924238
565,1.61E+15,4/9/16 12:10,MANHATTAN,465,2 AVE & 13 ST,MANHATTAN,10003,9,2,103,1,12,UCT/911,Initial Alarm,First Alarm,Assist Civilian - Non-Medical,NonMedical Emergencies,100,4/9/16 12:12,4/9/16 12:12,4/9/16 12:13,4/9/16 12:15,N,Y,196,96,0,1,0,40.7316589,-73.9854323
566,1.61E+15,4/9/16 14:28,MANHATTAN,472,IRVING PL & E 15 ST,MANHATTAN,10003,13,2,105,2,12,UCT/911,DEFAULT RECORD,First Alarm,Non-Medical MFA - Phone,NonMedical MFAs,18,4/9/16 14:28,4/9/16 14:28,4/9/16 14:33,4/9/16 14:35,N,Y,303,285,1,1,0,40.7346509,-73.9882781
567,1.61E+15,4/9/16 17:41,MANHATTAN,472,IRVING PL & E 15 ST,MANHATTAN,10003,13,2,105,2,12,UCT/911,Initial Alarm,First Alarm,Odor - Other Than Smoke,NonMedical Emergencies,19,4/9/16 17:41,4/9/16 17:41,4/9/16 17:44,4/9/16 17:51,N,Y,208,189,2,2,1,40.7346509,-73.9882781
568,1.61001E+15,4/9/16 18:02,MANHATTAN,566,UNION SQ WEST & E 15 ST,MANHATTAN,10003,13,2,105,2,12,PD Link/Medical,Initial Alarm,First Alarm,Medical - Assist Civilian,Medical Emergencies,6,4/9/16 18:02,4/9/16 18:03,4/9/16 18:07,4/9/16 18:30,N,Y,268,262,1,0,0,40.7358984,-73.9912281
569,1.6101E+15,4/10/16 0:12,MANHATTAN,446,3 AVE & ST. MARKS PL,MANHATTAN,10003,9,2,103,1,12,PD Link/Medical,Initial Alarm,First Alarm,Medical - PD Link 10-91,Medical Emergencies,9,4/10/16 0:13,4/10/16 0:13,4/10/16 0:19,4/10/16 0:21,N,Y,376,367,1,0,0,40.7295535,-73.9899172
570,1.6101E+15,4/10/16 1:16,MANHATTAN,486,3 AVE & E 18 ST,MANHATTAN,10003,13,2,106,2,12,UCT/911,Initial Alarm,First Alarm,Assist Civilian - Non-Medical,NonMedical Emergencies,6,4/10/16 1:17,4/10/16 1:17,4/10/16 1:22,4/10/16 1:32,N,Y,319,313,0,1,0,40.7357932,-73.9853797
571,1.6101E+15,4/10/16 3:32,MANHATTAN,456,2 AVE & E 11 ST,MANHATTAN,10003,9,2,103,1,12,UCT/911,Initial Alarm,First Alarm,Multiple Dwelling 'A' - Food on the stove fire,Structural Fires,12,4/10/16 3:33,4/10/16 3:33,4/10/16 3:38,4/10/16 4:05,N,Y,359,347,2,2,1,40.730379,-73.9863665
572,1.6101E+15,4/10/16 8:26,MANHATTAN,489,2 AVE & E 19 ST,MANHATTAN,10003,13,2,106,2,12,EMS Link/Medical,Initial Alarm,First Alarm,Medical - Assist Civilian,Medical Emergencies,7,4/10/16 8:26,4/10/16 8:27,4/10/16 8:31,4/10/16 8:47,N,Y,350,343,1,0,0,40.7354347,-73.9826915
573,1.6101E+15,4/10/16 17:30,MANHATTAN,481,2 AVE & E 17 ST,MANHATTAN,10003,13,2,106,2,12,Private Fire Alarm,Initial Alarm,First Alarm,Multiple Dwelling 'B' Fire,Structural Fires,48,4/10/16 17:31,4/10/16 17:32,4/10/16 17:36,4/10/16 17:54,N,Y,322,274,4,2,1,40.734242,-73.9835512
574,1.6101E+15,4/10/16 19:00,MANHATTAN,396,BROADWAY & 8 ST,MANHATTAN,10003,6,1,102,2,12,UCT/911,Initial Alarm,First Alarm,Multiple Dwelling 'A' - Food on the stove fire,Structural Fires,9,4/10/16 19:00,4/10/16 19:00,4/10/16 19:03,4/10/16 19:46,N,Y,205,196,3,2,1,40.7305773,-73.9924238
575,1.6101E+15,4/10/16 20:13,MANHATTAN,488,IRVING PL & E 19 ST,MANHATTAN,10003,13,2,106,2,12,EMS Link/Medical,Initial Alarm,First Alarm,Medical - Assist Civilian,Medical Emergencies,8,4/10/16 20:13,4/10/16 20:13,4/10/16 20:16,4/10/16 20:26,N,Y,209,201,1,0,0,40.7370595,-73.9865336
576,1.6101E+15,4/10/16 21:50,MANHATTAN,465,2 AVE & 13 ST,MANHATTAN,10003,9,2,103,1,12,PD Link/Medical,Initial Alarm,First Alarm,Medical - Assist Civilian,Medical Emergencies,4,4/10/16 21:50,4/10/16 21:50,4/10/16 21:56,4/10/16 22:53,N,Y,371,367,1,0,0,40.7316589,-73.9854323
577,1.6101E+15,4/10/16 21:53,MANHATTAN,471,3 AVE & E 14 ST,MANHATTAN,10003,13,2,106,2,12,UCT/911,Initial Alarm,First Alarm,Carbon Monoxide - Code 1 - Investigation,NonMedical Emergencies,18,4/10/16 21:53,4/10/16 21:53,4/10/16 21:58,4/10/16 22:05,N,Y,315,297,1,1,0,40.7332802,-73.9871961
578,1.6102E+15,4/11/16 14:28,MANHATTAN,489,2 AVE & E 19 ST,MANHATTAN,10003,13,2,106,2,12,EMS Link/Medical,Initial Alarm,First Alarm,Medical - Assist Civilian,Medical Emergencies,6,4/11/16 14:28,4/11/16 14:28,4/11/16 14:31,4/11/16 14:44,N,Y,174,168,1,0,0,40.7354347,-73.9826915
579,1.61021E+15,4/11/16 15:23,MANHATTAN,566,UNION SQ WEST & E 15 ST,MANHATTAN,10003,13,2,105,2,12,EMS Link/Medical,Initial Alarm,First Alarm,Medical - Assist Civilian,Medical Emergencies,12,4/11/16 15:23,4/11/16 15:23,4/11/16 15:28,4/11/16 15:38,N,Y,293,281,1,0,0,40.7358984,-73.9912281
580,1.6102E+15,4/11/16 17:12,MANHATTAN,393,UNIVERSITY PL & WASHINGTON SQ NORTH,MANHATTAN,10003,6,1,102,2,12,EMS Link/Medical,Initial Alarm,First Alarm,Medical - Assist Civilian,Medical Emergencies,446,4/11/16 17:20,4/11/16 17:20,4/11/16 17:22,4/11/16 17:27,N,N,606,160,1,0,0,40.7307203,-73.9955793
581,1.6102E+15,4/11/16 19:03,MANHATTAN,463,3 AVE & 12 ST,MANHATTAN,10003,9,2,103,1,12,Verbal,Initial Alarm,First Alarm,Medical - Assist Civilian,Medical Emergencies,29,4/11/16 19:04,4/11/16 19:04,4/11/16 19:04,4/11/16 19:14,N,Y,42,13,0,1,0,40.7319753,-73.9881577
582,1.6103E+15,4/12/16 4:30,MANHATTAN,463,3 AVE & 12 ST,MANHATTAN,10003,9,2,103,1,12,UCT/911,Initial Alarm,First Alarm,Alarm System - Defective,NonMedical Emergencies,17,4/12/16 4:31,4/12/16 4:31,4/12/16 4:34,4/12/16 4:39,N,Y,193,176,1,1,1,40.7319753,-73.9881577
583,1.6103E+15,4/12/16 16:39,MANHATTAN,396,BROADWAY & 8 ST,MANHATTAN,10003,9,2,102,2,12,UCT/911,Initial Alarm,First Alarm,Assist Civilian - Non-Medical,NonMedical Emergencies,26,4/12/16 16:40,4/12/16 16:40,4/12/16 16:44,4/12/16 16:58,N,Y,273,247,0,1,0,40.7305773,-73.9924238
584,1.6103E+15,4/12/16 20:23,MANHATTAN,388,GREENE ST & WASHINGTON PL,MANHATTAN,10003,6,1,102,2,10,PD Link/Medical,Initial Alarm,First Alarm,Medical - Assist Civilian,Medical Emergencies,5,4/12/16 20:23,4/12/16 20:24,4/12/16 20:28,4/12/16 20:34,N,Y,303,298,1,0,0,40.7297863,-73.9953192
585,1.6103E+15,4/12/16 21:27,MANHATTAN,397,GREENE & 8 ST,MANHATTAN,10003,6,1,102,2,12,UCT/911,Initial Alarm,First Alarm,Utility Emergency - Gas,NonMedical Emergencies,9,4/12/16 21:27,4/12/16 21:27,4/12/16 21:30,4/12/16 21:46,N,Y,203,194,2,2,1,40.731264,-73.9940545
586,1.6103E+15,4/12/16 21:54,MANHATTAN,480,IRVING PL & E 17 ST,MANHATTAN,10003,13,2,106,2,12,UCT/911,Initial Alarm,First Alarm,Multiple Dwelling 'A' - Food on the stove fire,Structural Fires,8,4/12/16 21:54,4/12/16 21:55,4/12/16 21:58,4/12/16 22:04,N,Y,226,218,1,1,0,40.7358757,-73.9874033
587,1.6104E+15,4/13/16 6:01,MANHATTAN,448,2 AVE & 9 ST,MANHATTAN,10003,9,2,103,1,12,EMS Link/Medical,Initial Alarm,First Alarm,Medical - Assist Civilian,Medical Emergencies,14,4/13/16 6:01,4/13/16 6:02,4/13/16 6:04,4/13/16 6:28,N,Y,170,156,1,0,0,40.7291746,-73.9872494
588,1.6104E+15,4/13/16 9:02,MANHATTAN,473,2 AVE & E 15 ST,MANHATTAN,10003,13,2,106,2,12,Private Fire Alarm,Initial Alarm,First Alarm,Alarm System - Testing,NonMedical Emergencies,60,4/13/16 9:03,4/13/16 9:03,4/13/16 9:07,4/13/16 9:15,N,Y,314,254,3,2,1,40.7330369,-73.9844118
589,1.61041E+15,4/13/16 9:13,MANHATTAN,525,BROADWAY & 12 ST,MANHATTAN,10003,9,2,102,2,12,Phone,Initial Alarm,First Alarm,Odor - Other Than Smoke,NonMedical Emergencies,34,4/13/16 9:13,4/13/16 9:13,4/13/16 9:17,4/13/16 9:28,N,Y,248,214,2,2,1,40.733201,-73.9911174
590,1.6104E+15,4/13/16 17:47,MANHATTAN,394,MERCER ST & WAVERLY PL,MANHATTAN,10003,9,2,102,2,12,UCT/911,Initial Alarm,First Alarm,Defective Oil Burner,NonMedical Emergencies,13,4/13/16 17:47,4/13/16 17:48,4/13/16 17:52,4/13/16 18:09,N,Y,267,254,2,1,1,40.7299926,-73.99408
591,1.6104E+15,4/13/16 17:48,MANHATTAN,478,3 AVE & E 16 ST,MANHATTAN,10003,13,2,106,2,12,UCT/911,DEFAULT RECORD,First Alarm,Non-Medical MFA - Phone,NonMedical MFAs,18,4/13/16 17:48,4/13/16 17:49,4/13/16 17:53,4/13/16 18:00,N,Y,314,296,3,2,1,40.7346182,-73.986211
592,1.6104E+15,4/13/16 21:59,MANHATTAN,486,3 AVE & E 18 ST,MANHATTAN,10003,13,2,106,2,12,UCT/911,Initial Alarm,First Alarm,Multiple Dwelling 'A' - Other fire,Structural Fires,8,4/13/16 22:00,4/13/16 22:00,4/13/16 22:02,4/13/16 22:15,N,Y,179,171,3,2,1,40.7357932,-73.9853797
593,1.6105E+15,4/14/16 11:38,MANHATTAN,448,2 AVE & 9 ST,MANHATTAN,10003,9,2,103,1,12,UCT/911,Initial Alarm,First Alarm,Odor - Other Than Smoke,NonMedical Emergencies,38,4/14/16 11:38,4/14/16 11:39,4/14/16 11:41,4/14/16 11:47,N,Y,177,139,2,2,1,40.7291746,-73.9872494
594,1.6105E+15,4/14/16 12:56,MANHATTAN,471,3 AVE & E 14 ST,MANHATTAN,10003,13,2,106,2,12,PD Link/Medical,Initial Alarm,First Alarm,Medical - Assist Civilian,Medical Emergencies,149,4/14/16 12:59,4/14/16 13:00,4/14/16 13:05,4/14/16 13:41,N,N,496,347,1,0,0,40.7332802,-73.9871961
595,1.61051E+15,4/14/16 19:13,MANHATTAN,566,UNION SQ WEST & E 15 ST,MANHATTAN,10003,13,2,105,2,12,UCT/911,Initial Alarm,First Alarm,Assist Civilian - Non-Medical,NonMedical Emergencies,5,4/14/16 19:13,4/14/16 19:14,4/14/16 19:19,4/14/16 19:34,N,Y,329,324,0,1,0,40.7358984,-73.9912281
